行业,头腰尾,公司名称,公司主名,规模,员工人数,岗位,在职人数,平均在职天数,平均年收入,平均工作数,城市,企业工商类型,企业性质：国企，央企，外企,成立日期
智能硬件,尾部,深圳指芯智能科技有限公司,深圳指芯智能科技有限公司,50~100人,0,,0,0.0,0.0,0.0,宜春市,,,1970-01-01
电子商务&新零售,尾部,上海康之诚电子商务有限公司,康之诚,100~500人,0,数据分析,2,3480.5,367500.0,1.5,上海市,,,1970-01-01
企业数字化服务,尾部,杭州惠合信息科技有限公司,杭州惠合信息科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新生物医药,尾部,重庆澳凯龙医疗科技股份有限公司,重庆澳凯龙医疗科技股份有限公司,50人以内,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
电子商务&新零售,尾部,重庆久壹爱科技有限公司,重庆久壹爱科技有限公司,50~100人,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
企业数字化服务,尾部,南京感动科技有限公司,感动科技,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新生物医药,尾部,成都雅途生物技术有限公司,成都雅途生物技术有限公司,50~100人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
纯互联网,尾部,杭州丰泽科技有限公司,杭州丰泽科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,广州九沃电子有限公司,广州九沃电子有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
人工智能,尾部,新疆联海创智信息科技有限公司,新疆联海创智信息科技有限公司,100~500人,0,,0,0.0,0.0,0.0,乌鲁木齐市,,,1970-01-01
智能硬件,尾部,海南金盘智能科技股份有限公司,金盘科技,500~1000人,0,,0,0.0,0.0,0.0,海口市,,,1970-01-01
电子商务&新零售,尾部,浙江天猫网络科技有限公司,浙江昊超网络,,0,,0,0.0,0.0,0.0,杭州市,有限责任公司(外商投资企业法人独资),,2019-01-24
企业数字化服务,尾部,北京比格大数据有限公司,北京比格大数据有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,其他有限责任公司,,2018-03-09
企业数字化服务,尾部,北京华顺信安科技有限公司,华顺信安,500~1000人,0,,0,0.0,0.0,0.0,北京市,其他有限责任公司,,2018-02-08
新生物医药,腰部,缔脉生物医药科技（上海）有限公司,缔脉生物医药科技（上海）有限公司,100~500人,0,数据分析,2,2004.0,342195.0,1.0,上海市,,,1970-01-01
人工智能,腰部,创新奇智（北京）科技有限公司,创新奇智,1000人以上,0,数据分析,2,2901.0,335545.0,1.0,北京市,,,1970-01-01
人工智能,尾部,北京华云慧通科技有限公司,北京华云慧通科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,三态电子商务股份有限公司,三态电子商务股份有限公司,50~100人,0,数据分析,7,1908.375,349485.0,1.25,深圳市,,,1970-01-01
企业数字化服务,尾部,苏州慧工云信息科技有限公司,苏州慧工云信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
电子商务&新零售,腰部,上海海鼎信息工程股份有限公司,上海海鼎信息工程股份有限公司,500~1000人,0,数据分析,3,2318.0,283500.0,1.3333333333333333,上海市,其他股份有限公司（非上市）,,1997-01-08
纯互联网,尾部,殿宽信息科技（上海）有限公司,DK,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
电子商务&新零售,尾部,广州七一一电子信息科技有限公司,广州七一一电子信息科技有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新金融科技,尾部,平安好房（上海）电子商务有限公司,平安好房,1000~10000人,0,数据分析,3,6112.5,787500.0,1.0,上海市,其他有限责任公司,,2014-03-14
新金融科技,腰部,北京捷越联合信息咨询有限公司,捷越联合,1000~10000人,0,数据分析,2,3455.0,280023.3333333333,2.6666666666666665,北京市,其他有限责任公司,,2013-06-18
纯互联网,尾部,北京天智通达信息技术有限公司,天智通达,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
游戏,腰部,易点天下网络科技股份有限公司,易点天下,500~1000人,818,数据分析,11,2407.9,328148.625,1.4545454545454546,西安市,股份有限公司(非上市、自然人投资或控股),,2005-04-06
企业数字化服务,头部,上海人瑞网络科技有限公司,人瑞人才,1000~10000人,50477,数据分析,7,1957.5,154384.0,1.1,上海市,有限责任公司（自然人投资或控股的法人独资）,,2012-10-24
纯互联网,尾部,上海博为峰软件技术股份有限公司,博为峰,100~500人,0,数据分析,2,2430.0,202604.5,1.0,上海市,股份有限公司（非上市、自然人投资或控股）,,2004-02-18
电子商务&新零售,尾部,北京神州良品电子商务科技股份有限公司,神州良品,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,屹石资产管理（北京）有限公司,屹石资产,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,深圳市赛蓝科技有限公司,深圳市赛蓝科技有限公司,50~100人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
人工智能,尾部,上海森融网络科技有限公司,三体云动,50~100人,0,数据分析,1,2886.0,369775.0,1.0,上海市,有限责任公司（自然人投资或控股）,,2014-03-01
新生物医药,尾部,广州白云山和记黄埔中药有限公司,白云山和黄,1000~10000人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
电子商务&新零售,尾部,北京罗麦科技有限公司,北京罗麦科技集团,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,腰部,北京数美时代科技有限公司,数美科技,100~500人,171,数据分析,15,1885.6875,462432.5,1.0,北京市,有限责任公司(自然人投资或控股),,2015-06-01
新金融科技,尾部,深圳前海达飞金融服务有限公司,深圳前海达飞金融服务有限公司,1000~10000人,0,数据分析,3,3966.5,361725.0,1.0,深圳市,有限责任公司,,2014-07-22
新金融科技,尾部,宁波森浦信息技术有限公司,Sumscope,50人以内,0,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
纯互联网,腰部,家宅融智（北京）科技有限公司,好好住,50~100人,0,数据分析,1,4925.0,910000.0,3.0,北京市,有限责任公司(台港澳法人独资),,2016-03-08
智能硬件,尾部,大神手机,大神手机,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新金融科技,尾部,北京悦淘金信息技术有限公司,荷马金融,50~100人,0,数据分析,1,2917.0,315000.0,1.0,北京市,有限责任公司(自然人投资或控股),,2014-06-04
纯互联网,尾部,广州芦苇信息科技有限公司,言财网,50~100人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,北京新创互联科技有限公司,北京新创,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2014-09-04
纯互联网,尾部,宁波菊风系统软件有限公司,宁波菊风系统软件有限公司,100~500人,0,,0,0.0,0.0,0.0,宁波市,私营有限责任公司(自然人控股或私营性质企业控股),,2005-07-25
纯互联网,尾部,广州同望科技发展有限公司,同望科技,50~100人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,北京中体骏彩信息技术有限公司,中体骏彩,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京小熊美家科技有限公司,小熊美家,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2016-11-10
智能硬件,尾部,浙江春风动力股份有限公司,春风动力,1000~10000人,5185,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,尾部,北京东方仿真控制技术有限公司,北京东方仿真控制技术有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源,尾部,精进电动科技股份有限公司,精进电动,100~500人,0,数据分析,1,907.0,,1.0,北京市,,,1970-01-01
新生物医药,尾部,北京市普惠生物医学工程有限公司,北京市普惠生物医学工程有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,上海海文信息技术有限公司,上海海文信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,山东潍坊润丰化工股份有限公司,润丰股份,1000~10000人,0,,0,0.0,0.0,0.0,潍坊市,,,1970-01-01
纯互联网,尾部,北京太极信息系统技术有限公司,北京太极系统,500~1000人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,四川百利药业有限责任公司,百利药业,500~1000人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
游戏,尾部,北京蓝鲸时代科技有限公司,蓝鲸时代,100~500人,0,数据分析,1,2125.0,169512.0,1.0,北京市,,,1970-01-01
新金融科技,尾部,浙江阳普网络科技有限公司,阳普网络,100~500人,0,,0,0.0,0.0,0.0,金华市,,,1970-01-01
纯互联网,尾部,星星科技有限公司,星星科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,广州为想互联网科技有限公司,51家庭管家,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新能源汽车,尾部,江苏金坛绿能新能源科技有限公司,江苏金坛绿能新能源科技有限公司,50~100人,0,,0,0.0,0.0,0.0,常州市,,,1970-01-01
新生物医药,尾部,四川聚创医药有限公司,四川聚创医药有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
纯互联网,尾部,北京五八信息技术有限公司大连分公司,北京五八信息技术有限公司大连分公司,100~500人,0,,0,0.0,0.0,0.0,大连市,,,1970-01-01
纯互联网,尾部,深圳陈列共和设计有限公司,陈列共和设计有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,青岛蓝海汇网络科技有限公司,青岛蓝海汇网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
企业数字化服务,尾部,深圳宏景动力信息技术有限公司,深圳宏景动力信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,深圳市中软国际科技服务有限公司,深圳中软国际,1000~10000人,2000,数据分析,6,3934.4285714285716,492564.0,1.0,深圳市,,,1970-01-01
游戏,尾部,北京智远时空网络技术有限公司,北京智远时空网络技术有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,河北天翼科贸发展有限公司,河北天翼科贸发展有限公司,50~100人,0,,0,0.0,0.0,0.0,石家庄市,,,1970-01-01
纯互联网,尾部,佛吉亚歌乐电子（丰城）有限公司,好帮手电子科技有限公司,500~1000人,0,,0,0.0,0.0,0.0,宜春市,,,1970-01-01
企业数字化服务,尾部,浙江海康科技有限公司,浙江海康科技有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
人工智能,腰部,北京芯盾时代科技有限公司,芯盾时代,100~500人,0,数据分析,0,3312.0,210000.0,2.0,北京市,,,1970-01-01
纯互联网,尾部,《文化中国》网络科技股份有限公司,《文化中国》网络科技,50人以内,0,数据分析,7,2855.5714285714284,272790.0,1.125,北京市,,,1970-01-01
电子商务&新零售,尾部,辉煌贸易有限公司,辉煌贸易有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源汽车,腰部,江淮汽车有限公司,江淮,50人以内,0,,0,0.0,0.0,0.0,合肥市,,,1970-01-01
纯互联网,尾部,江苏梦兰神彩科技股份有限公司,江苏梦兰神彩科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
智能硬件,尾部,新松机器人自动化股份有限公司,新松机器人自动化股份有限公司,1000~10000人,1000,数据分析,1,,,1.0,沈阳市,,,1970-01-01
新生物医药,尾部,山东达因海洋生物制药股份有限公司,达因药业,1000~10000人,0,,0,0.0,0.0,0.0,威海市,,,1970-01-01
新生物医药,尾部,福建大北农水产科技有限公司,福建大北农水产科技有限公司,100~500人,0,,0,0.0,0.0,0.0,漳州市,,,1970-01-01
电子商务&新零售,尾部,静轩阁贸易有限公司,静轩阁贸易有限公司,,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
新生物医药,尾部,雅本化学股份有限公司,雅本化学股份有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
新生物医药,尾部,南京微创医学科技股份有限公司,南微医学,1000~10000人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
纯互联网,尾部,德谦（上海）化学有限公司,德谦（上海）化学有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
游戏,腰部,福州龙腾简合网络技术有限公司,福州龙腾简合网络技术有限公司,500~1000人,0,数据分析,3,4012.6666666666665,334628.0,1.6666666666666667,福州市,有限责任公司,,1970-01-01
电子商务&新零售,尾部,瑞祥支付服务有限公司,瑞祥商务,50人以内,0,,0,0.0,0.0,0.0,镇江市,,,1970-01-01
新能源,尾部,晋能清洁能源光伏发电有限责任公司,晋能清洁能源光伏发电有限责任公司,50~100人,0,,0,0.0,0.0,0.0,太原市,,,1970-01-01
人工智能,尾部,北京中科特瑞科技有限公司,北京中科特瑞科技有限公司,100~500人,0,数据分析,1,1272.0,238000.0,1.0,北京市,,,1970-01-01
纯互联网,尾部,掌中云科技,掌中云科技,50~100人,0,数据分析,2,3023.5,185500.0,1.5,福州市,,,1970-01-01
电子商务&新零售,尾部,北京六人游国际旅行社股份有限公司,6人游旅行网,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,尾部,广西中科曙光云计算有限公司,广西中科曙光,50~100人,0,数据分析,2,2932.5,133000.0,2.0,南宁市,,,1970-01-01
电子商务&新零售,尾部,聚鑫商贸有限公司,聚鑫商贸有限公司,,0,,0,0.0,0.0,0.0,北京,,,1970-01-01
企业数字化服务,尾部,东华云计算有限公司,信用温州,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,点点客信息技术股份有限公司,点点客,1000~10000人,0,,0,0.0,0.0,0.0,上海市,股份有限公司（非上市、自然人投资或控股）,,2007-12-16
企业数字化服务,尾部,广西旺铺旺网络科技集团有限责任公司,旺铺旺,100~500人,0,,0,0.0,0.0,0.0,南宁,,,1970-01-01
纯互联网,尾部,北京一地一味网络技术有限公司,一地一味,50人以内,0,,0,0.0,0.0,0.0,北京市,其他有限责任公司,,2014-04-24
游戏,腰部,上海纵游网络技术有限公司,DeNA,100~500人,354,数据分析,4,3510.25,455000.0,1.0,上海市,,,1970-01-01
纯互联网,尾部,北京展视互动科技有限公司,展视互动,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(法人独资),,2009-01-21
新生物医药,尾部,好医生药业集团有限公司,好医生药业,1000~10000人,0,数据分析,1,1241.0,280000.0,2.0,昆明市,,,1970-01-01
纯互联网,尾部,先花信息技术（北京）有限公司,先花花网,50人以内,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2014-05-05
纯互联网,尾部,广东川力网络科技有限公司,川力网络,500~1000人,0,,0,0.0,0.0,0.0,广州市,其他有限责任公司,,1970-01-01
纯互联网,尾部,杰富仕物业管理（上海）有限公司,g4s,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,北京炎黄盈动科技发展有限责任公司,炎黄盈动,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(中外合资),,2003-01-09
纯互联网,头部,网易（杭州）网络有限公司,网易,1万人以上,32064,数据分析,262,2939.84555984556,405129.6205533597,1.5202702702702702,杭州市,有限责任公司(台港澳法人独资),,2006-06-02
纯互联网,尾部,成都中联信通科技股份有限公司,中联信通,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新金融科技,尾部,深圳索信达数据技术有限公司,索信达,500~1000人,0,数据分析,5,2308.0,366760.8,1.3333333333333333,深圳市,有限责任公司(台港澳合资),,2004-03-25
纯互联网,尾部,上海金慧软件有限公司,金慧软件,100~500人,0,,0,0.0,0.0,0.0,上海市,有限责任公司(自然人投资或控股),,2001-03-22
纯互联网,腰部,财新传媒有限公司,财新传媒,100~500人,352,数据分析,4,2419.3333333333335,360584.0,1.75,北京市,其他有限责任公司,,2009-12-10
纯互联网,腰部,上海众言网络科技有限公司,问卷网,100~500人,0,数据分析,5,3084.25,302026.6666666667,1.0,上海市,有限责任公司（非自然人投资或控股的法人独资）,,2008-06-05
纯互联网,尾部,深圳市草根创业信息咨询有限公司,草根创业,50人以内,0,,0,0.0,0.0,0.0,深圳市,有限责任公司,,2014-05-08
纯互联网,尾部,北京四海华辰科技有限公司,四海华辰,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2010-12-30
新金融科技,腰部,深圳投哪金融服务有限公司,投哪网,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,杭州树熊网络有限公司,树熊网络,100~500人,0,,0,0.0,0.0,0.0,杭州市,私营有限责任公司(自然人控股或私营性质企业控股),,2012-09-18
纯互联网,尾部,北京百车宝科技有限公司,百车宝,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2013-11-20
新金融科技,尾部,上海屹通信息科技发展有限公司,屹通信息,100~500人,0,数据分析,0,1394.0,315000.0,1.0,上海市,,,1970-01-01
游戏,尾部,上海南邑软件有限公司,上海南邑,50人以内,0,,0,0.0,0.0,0.0,上海市,有限责任公司(自然人投资或控股),,2011-12-27
